Frequency - Fgen,Amplitude - Fgen,Amplitude - R,Amplitude - L,Amplitude - C
39699.6,2.49103,0.258072,3.04577,0.605235
39699.6,2.49122,0.258043,3.04609,0.605278
39799.7,2.49113,0.257,3.04189,0.600733
39799.7,2.49116,0.256933,3.04198,0.600844
39799.7,2.49115,0.257013,3.0418,0.600737
39899.5,2.49113,0.255961,3.03814,0.59631
39899.5,2.49128,0.2559,3.03785,0.596398
39899.5,2.491,0.255913,3.03778,0.596332
39899.5,2.49136,0.255917,3.03808,0.59639
39999.5,2.49118,0.254957,3.03419,0.591991
39999.5,2.49118,0.254894,3.0339,0.591853
39999.5,2.49109,0.254902,3.03396,0.591909
40099.5,2.49161,0.253859,3.03027,0.587652
40099.6,2.49131,0.253883,3.02994,0.58762
40099.6,2.49113,0.253857,3.02992,0.587545
40199.6,2.49122,0.252798,3.02613,0.58338
40199.5,2.49144,0.252813,3.02636,0.583414
40199.5,2.49132,0.252752,3.02617,0.583376
40199.5,2.49103,0.252782,3.02616,0.583311
40299.6,2.4915,0.251776,3.02213,0.57907
40299.6,2.49162,0.251807,3.02231,0.57912
40299.5,2.4913,0.251826,3.02197,0.579019
40399.6,2.49138,0.250785,3.01869,0.574797
40399.6,2.49133,0.25078,3.01853,0.574879
40399.6,2.49135,0.250816,3.01862,0.574882
40499.6,2.49145,0.249784,3.01487,0.57067
40499.6,2.49131,0.249699,3.01457,0.570579
40499.6,2.49149,0.249751,3.01503,0.570738
40599.7,2.49129,0.248794,3.01106,0.566485
40599.7,2.49137,0.248794,3.01098,0.566507
40599.7,2.49142,0.248799,3.01133,0.566563
40599.7,2.49127,0.248811,3.01148,0.566522
40699.6,2.49125,0.247834,3.00729,0.562408
40699.5,2.49137,0.247738,3.00707,0.562369
40699.5,2.49132,0.247821,3.0073,0.562408
40799.6,2.49155,0.246755,3.00378,0.558325
40799.5,2.49159,0.246797,3.00355,0.558351
40799.5,2.4913,0.246779,3.00351,0.558338
40899.5,2.49139,0.245822,2.99996,0.554238
40899.6,2.49132,0.245819,2.99977,0.554239
40899.5,2.49131,0.245796,3.00008,0.554315
40999.5,2.49147,0.244798,2.99666,0.550293
40999.5,2.49186,0.24487,2.99658,0.550375
40999.4,2.49159,0.244804,2.99644,0.550374
40999.4,2.49143,0.244805,2.99645,0.550364
41099.6,2.49157,0.243835,2.99273,0.54639
41099.5,2.49132,0.243785,2.9927,0.546367
41099.6,2.49148,0.243847,2.99285,0.546317
41199.6,2.49136,0.242882,2.98911,0.542443
41199.6,2.49161,0.242905,2.9893,0.542529
41199.6,2.49169,0.242912,2.98933,0.542504
41299.6,2.49172,0.242012,2.98596,0.538696
41299.6,2.49183,0.241965,2.98585,0.538736
41299.6,2.49175,0.241949,2.98606,0.538664
41299.6,2.49147,0.241954,2.98614,0.538685
41399.7,2.49161,0.240961,2.98269,0.534869
41399.7,2.49131,0.240971,2.98239,0.534819
41399.6,2.49188,0.241005,2.98247,0.53489
41499.5,2.49153,0.240177,2.9792,0.531034
41499.4,2.49152,0.240066,2.97885,0.531082
41499.5,2.49159,0.240099,2.97864,0.531016
41599.4,2.4911,0.238976,2.97514,0.527238
41599.4,2.49139,0.238942,2.97516,0.527248
41599.4,2.49149,0.239013,2.97561,0.527321
41699.5,2.49116,0.238272,2.97212,0.52354
41699.5,2.49132,0.238252,2.97223,0.523555
41699.5,2.49173,0.23829,2.97243,0.523622
41699.5,2.49159,0.23831,2.97209,0.523653
41799.5,2.49176,0.237396,2.96884,0.519975
41799.6,2.49171,0.23738,2.9686,0.519867
41799.6,2.49192,0.237401,2.96902,0.519899
41899.6,2.49156,0.236414,2.96571,0.516279
41899.6,2.49141,0.236291,2.96546,0.516229
41899.6,2.49159,0.23637,2.96566,0.516273
41999.6,2.49158,0.235549,2.96219,0.51262
41999.6,2.49181,0.235483,2.96234,0.512662
41999.6,2.49138,0.235499,2.96224,0.512657
42099.6,2.4917,0.234586,2.95894,0.509028
42099.6,2.49122,0.234605,2.9588,0.509023
42099.6,2.49164,0.234661,2.95881,0.509017
42099.6,2.49146,0.234583,2.95887,0.50903
42199.6,2.49162,0.233756,2.95542,0.505381
42199.7,2.49182,0.233769,2.95583,0.505447
42199.6,2.49159,0.233789,2.95559,0.505519
42299.5,2.49189,0.232859,2.9523,0.502046
42299.5,2.4916,0.232826,2.95253,0.501975
42299.5,2.49161,0.232787,2.9525,0.501998
42399.5,2.49159,0.231929,2.9493,0.498488
42399.5,2.49125,0.231943,2.94891,0.498465
42399.5,2.49159,0.231959,2.94933,0.498497
42399.5,2.49179,0.231962,2.94969,0.498493
42499.6,2.49162,0.231134,2.9461,0.494997
42499.6,2.49159,0.231067,2.9462,0.495062
42499.5,2.49165,0.23116,2.94612,0.495027
42599.5,2.49152,0.230297,2.94306,0.491545
42599.6,2.49188,0.230252,2.94317,0.491586
42599.6,2.49168,0.230278,2.94291,0.491522
42699.6,2.49174,0.229445,2.94002,0.4882
42699.6,2.49161,0.229377,2.93995,0.488125
42699.6,2.49183,0.229358,2.94009,0.488133
42799.6,2.49178,0.228547,2.93705,0.484865
42799.5,2.49165,0.228551,2.93689,0.4848
42799.6,2.4918,0.228433,2.93698,0.484865
42799.6,2.49153,0.228543,2.93695,0.484831
42899.6,2.4916,0.227634,2.93352,0.481451
42899.6,2.49152,0.227658,2.93383,0.481555
42899.6,2.49134,0.227666,2.93352,0.481541
42999.4,2.4918,0.226828,2.93113,0.478224
42999.4,2.49145,0.22684,2.93059,0.478279
42999.4,2.4919,0.22685,2.93086,0.478244
43099.5,2.49158,0.225985,2.92788,0.475027
43099.5,2.49167,0.225966,2.92773,0.474972
43099.5,2.4916,0.226011,2.92767,0.475021
43099.5,2.49178,0.225938,2.92778,0.475018
43199.5,2.49175,0.225225,2.92497,0.471778
43199.5,2.49184,0.22525,2.92506,0.471807
43199.5,2.49169,0.225175,2.92489,0.471744
43299.5,2.4917,0.224343,2.92182,0.468512
43299.5,2.49161,0.224375,2.92197,0.46854
43299.6,2.49162,0.224426,2.9218,0.468523
43399.5,2.49166,0.223535,2.91905,0.465329
43399.6,2.49176,0.223593,2.91927,0.465408
43399.6,2.4918,0.223538,2.91924,0.465386
43499.6,2.49155,0.222655,2.91612,0.462164
43499.5,2.49175,0.222731,2.91634,0.462181
43499.6,2.49175,0.222691,2.91625,0.462268
43499.6,2.49161,0.222756,2.91595,0.462207
43599.6,2.49156,0.221874,2.91318,0.45908
43599.6,2.4915,0.221969,2.91312,0.459055
43599.6,2.4915,0.221899,2.91318,0.459101
43699.7,2.49184,0.221119,2.91024,0.455939
43699.6,2.49142,0.221108,2.91012,0.455986
43699.6,2.49173,0.221161,2.9104,0.45598
43799.5,2.49149,0.220295,2.90731,0.452772
43799.4,2.49146,0.220294,2.90741,0.452887
43799.4,2.49153,0.220345,2.90767,0.452842
43899.4,2.49179,0.219562,2.90466,0.44978
43899.5,2.49174,0.219599,2.90476,0.449839
43899.5,2.49192,0.219572,2.90473,0.449909
43899.5,2.4915,0.219511,2.90472,0.449844
43999.5,2.49153,0.218764,2.90204,0.44683
43999.5,2.49157,0.218762,2.90209,0.446848
43999.5,2.49159,0.218787,2.90192,0.446814
44099.5,2.49185,0.217933,2.89931,0.443856
44099.5,2.49149,0.217997,2.89931,0.4438
44099.5,2.49186,0.217979,2.89915,0.443865
44199.4,2.49159,0.217291,2.89673,0.440844
44199.5,2.49168,0.217268,2.8966,0.44085
44199.5,2.49174,0.217236,2.89664,0.440911
44299.6,2.49169,0.21641,2.89377,0.437905
44299.6,2.4916,0.2164,2.89397,0.437865
44299.6,2.49216,0.21655,2.89412,0.437994
44299.6,2.49194,0.216421,2.89395,0.437999
44399.6,2.49176,0.215722,2.8911,0.435015
44399.6,2.49185,0.215738,2.89118,0.434942
44399.6,2.49171,0.215639,2.89082,0.434998
44499.6,2.49191,0.214883,2.88859,0.432055
44499.6,2.49187,0.214984,2.88851,0.432081
44499.6,2.4917,0.214926,2.88852,0.432076
44599.5,2.49183,0.214205,2.88592,0.429289
44599.5,2.49219,0.214205,2.88616,0.429315
44599.4,2.49184,0.214185,2.88592,0.429232
44599.5,2.49195,0.214256,2.88621,0.429285
44699.5,2.49214,0.213478,2.88346,0.426412
44699.5,2.49178,0.213457,2.88315,0.426419
44699.5,2.49208,0.213472,2.88337,0.42647
44799.5,2.49224,0.212766,2.88099,0.423642
44799.5,2.49192,0.212684,2.88086,0.423667
44799.5,2.49189,0.212694,2.88107,0.423663
44899.5,2.49202,0.212004,2.87826,0.42079
44899.5,2.4919,0.211983,2.87806,0.42079
44899.5,2.49201,0.211913,2.87814,0.420827
44899.5,2.49205,0.21194,2.87839,0.420825
